N,q,N2_func,mobile,n,variance,std,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,81_1_3,1000,1000,9,19,-0.35746456484893946,81,1.0,0.0
500,0.01,15.0,0.0,2.0,4.95,2.224859546128699,0.0,81_1_4,1000,1000,9,13,-0.5589176287865396,81,1.0,0.0
600,0.01,15.0,0.0,8.0,5.9399999999999995,2.437211521390788,0.0,81_1_5,1000,1000,14,7,-0.3140127542673952,81,1.0,0.0
700,0.01,15.0,0.0,5.0,6.93,2.6324893162176366,0.0,81_1_6,1000,1000,13,14,-0.4685681965526725,81,1.0,0.0
800,0.01,15.0,0.0,10.0,7.92,2.814249455894058,0.0,81_1_7,1000,1000,6,9,-0.15399144766840475,81,1.0,0.0
900,0.01,15.0,0.0,13.0,8.91,2.98496231131986,0.0,81_1_8,1000,1000,12,10,-0.26071757376937543,81,1.0,0.0
1000,0.01,20.0,0.0,10.0,9.9,3.146426544510455,0.0,81_1_9,1000,1000,11,17,-0.3216081563607306,81,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,81_2_0,1000,1000,9,12,-2.1839917965049627,81,0.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,81_2_1,1000,1000,10,7,-2.394811684192889,81,0.0,0.0
300,0.01,10.0,0.0,7.0,2.9699999999999998,1.7233687939614086,0.0,81_2_2,1000,1000,9,6,0.13721752292217926,81,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,81_2_3,1000,1000,5,9,-0.18365972758037702,81,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,81_2_4,1000,1000,15,13,-0.49674256386075366,81,1.0,0.0
600,0.01,15.0,0.0,0.0,5.9399999999999995,2.437211521390788,0.0,81_2_5,1000,1000,11,8,-2.3443877730439655,81,0.0,0.0
700,0.01,15.0,0.0,5.0,6.93,2.6324893162176366,0.0,81_2_6,1000,1000,17,12,-0.5542670414560764,81,1.0,0.0
800,0.01,15.0,0.0,9.0,7.92,2.814249455894058,0.0,81_2_7,1000,1000,7,10,-0.1994945218515635,81,1.0,0.0
900,0.01,15.0,0.0,9.0,8.91,2.98496231131986,0.0,81_2_8,1000,1000,15,7,-0.4013359496663047,81,1.0,0.0
1000,0.01,20.0,0.0,16.0,9.9,3.146426544510455,0.0,81_2_9,1000,1000,10,11,-0.21162545490672574,81,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,82_0_0,1000,1000,8,14,-0.2146786511384295,82,1.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,82_0_1,1000,1000,11,10,-0.1925970864813114,82,1.0,0.0
300,0.01,10.0,0.0,0.0,2.9699999999999998,1.7233687939614086,0.0,82_0_2,1000,1000,12,10,-2.256143598499191,82,0.0,0.0
400,0.01,10.0,0.0,8.0,3.96,1.98997487421324,0.0,82_0_3,1000,1000,6,10,0.3980397090805798,82,1.0,0.0
500,0.01,15.0,0.0,7.0,4.95,2.224859546128699,0.0,82_0_4,1000,1000,11,6,-0.23423268649185938,82,1.0,0.0
600,0.01,15.0,0.0,8.0,5.9399999999999995,2.437211521390788,0.0,82_0_5,1000,1000,8,11,-0.1771353169098133,82,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,82_0_6,1000,1000,11,12,-0.3667738485088655,82,1.0,0.0
800,0.01,15.0,0.0,8.0,7.92,2.814249455894058,0.0,82_0_7,1000,1000,12,9,-0.346059554019079,82,1.0,0.0
900,0.01,15.0,0.0,9.0,8.91,2.98496231131986,0.0,82_0_8,1000,1000,13,14,-0.36343323484699525,82,1.0,0.0
1000,0.01,20.0,0.0,12.0,9.9,3.146426544510455,0.0,82_0_9,1000,1000,10,5,-0.2632435212800278,82,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,82_1_0,1000,1000,9,9,-0.2596404988674757,82,1.0,0.0
200,0.01,10.0,0.0,4.0,1.98,1.407124727947029,0.0,82_1_1,1000,1000,11,10,-0.098362556559061,82,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,82_1_2,1000,1000,12,8,-0.5065520928015036,82,1.0,0.0
400,0.01,10.0,0.0,8.0,3.96,1.98997487421324,0.0,82_1_3,1000,1000,10,12,-0.11087772177771835,82,1.0,0.0
500,0.01,15.0,0.0,5.0,4.95,2.224859546128699,0.0,82_1_4,1000,1000,10,15,-0.3007405624763918,82,1.0,0.0
600,0.01,15.0,0.0,4.0,5.9399999999999995,2.437211521390788,0.0,82_1_5,1000,1000,7,13,-0.3139317126385512,82,1.0,0.0
700,0.01,15.0,0.0,7.0,6.93,2.6324893162176366,0.0,82_1_6,1000,1000,12,5,-0.34876998617718236,82,1.0,0.0
800,0.01,15.0,0.0,7.0,7.92,2.814249455894058,0.0,82_1_7,1000,1000,5,9,-0.18372961696831056,82,1.0,0.0
900,0.01,15.0,0.0,10.0,8.91,2.98496231131986,0.0,82_1_8,1000,1000,9,8,-0.25543819315884914,82,1.0,0.0
1000,0.01,20.0,0.0,14.0,9.9,3.146426544510455,0.0,82_1_9,1000,1000,13,13,-0.28523837057396745,82,1.0,0.0
100,0.01,5.0,0.0,2.0,0.99,0.99498743710662,0.0,82_2_0,1000,1000,9,14,-0.0029013845712948655,82,1.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,82_2_1,1000,1000,9,8,-0.26320787550398805,82,1.0,0.0
300,0.01,10.0,0.0,4.0,2.9699999999999998,1.7233687939614086,0.0,82_2_2,1000,1000,10,10,-0.20886983616410848,82,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,82_2_3,1000,1000,12,11,-0.35796088406658155,82,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,82_2_4,1000,1000,5,11,-0.17711193160464822,82,1.0,0.0
600,0.01,15.0,0.0,9.0,5.9399999999999995,2.437211521390788,0.0,82_2_5,1000,1000,9,11,-0.17713698240125852,82,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,82_2_6,1000,1000,11,5,-0.36728380790125914,82,1.0,0.0
800,0.01,15.0,0.0,8.0,7.92,2.814249455894058,0.0,82_2_7,1000,1000,12,14,-0.34581639617821813,82,1.0,0.0
900,0.01,15.0,0.0,5.0,8.91,2.98496231131986,0.0,82_2_8,1000,1000,4,12,-0.23239800381947504,82,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,82_2_9,1000,1000,10,15,-0.3239052084589838,82,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,83_0_0,1000,1000,8,8,-0.21420087149882683,83,1.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,83_0_1,1000,1000,5,9,-0.06840538293512871,83,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,83_0_2,1000,1000,12,6,-0.5070886845266086,83,1.0,0.0
400,0.01,10.0,0.0,6.0,3.96,1.98997487421324,0.0,83_0_3,1000,1000,12,14,-0.23471499745776556,83,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,83_0_4,1000,1000,7,13,-0.2634617017422251,83,1.0,0.0
600,0.01,15.0,0.0,5.0,5.9399999999999995,2.437211521390788,0.0,83_0_5,1000,1000,12,6,-0.4054263405433825,83,1.0,0.0
700,0.01,15.0,0.0,5.0,6.93,2.6324893162176366,0.0,83_0_6,1000,1000,14,15,-0.4912648580036145,83,1.0,0.0
800,0.01,15.0,0.0,7.0,7.92,2.814249455894058,0.0,83_0_7,1000,1000,13,13,-0.4028855829867657,83,1.0,0.0
900,0.01,15.0,0.0,13.0,8.91,2.98496231131986,0.0,83_0_8,1000,1000,17,6,-0.3391813355019938,83,1.0,0.0
1000,0.01,20.0,0.0,10.0,9.9,3.146426544510455,0.0,83_0_9,1000,1000,9,12,-0.2788210312040957,83,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,83_1_0,1000,1000,9,4,-2.59896514447578,83,0.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,83_1_1,1000,1000,7,10,-0.17693209417851277,83,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,83_1_2,1000,1000,5,5,-0.09085026489827695,83,1.0,0.0
400,0.01,10.0,0.0,5.0,3.96,1.98997487421324,0.0,83_1_3,1000,1000,11,7,-0.2621025775758535,83,1.0,0.0
500,0.01,15.0,0.0,3.0,4.95,2.224859546128699,0.0,83_1_4,1000,1000,7,8,-0.34606193554756226,83,1.0,0.0
600,0.01,15.0,0.0,6.0,5.9399999999999995,2.437211521390788,0.0,83_1_5,1000,1000,15,6,-0.41789828701714427,83,1.0,0.0
700,0.01,15.0,0.0,3.0,6.93,2.6324893162176366,0.0,83_1_6,1000,1000,12,16,-0.6065930558296856,83,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,83_1_7,1000,1000,12,7,-0.4245616091544292,83,1.0,0.0
900,0.01,15.0,0.0,7.0,8.91,2.98496231131986,0.0,83_1_8,1000,1000,6,9,-0.24566102698173492,83,1.0,0.0
1000,0.01,20.0,0.0,5.0,9.9,3.146426544510455,0.0,83_1_9,1000,1000,6,10,-0.3417264451298305,83,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,83_2_0,1000,1000,12,15,-0.3719119398304252,83,1.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,83_2_1,1000,1000,12,10,-0.6308731901870914,83,1.0,0.0
300,0.01,10.0,0.0,1.0,2.9699999999999998,1.7233687939614086,0.0,83_2_2,1000,1000,9,15,-0.654829842892872,83,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,83_2_3,1000,1000,11,9,-0.3303702879957082,83,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,83_2_4,1000,1000,7,11,-0.26338885079971047,83,1.0,0.0
600,0.01,15.0,0.0,6.0,5.9399999999999995,2.437211521390788,0.0,83_2_5,1000,1000,8,12,-0.24347781839550217,83,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,83_2_6,1000,1000,9,8,-0.31324799397548,83,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,83_2_7,1000,1000,16,10,-0.5098492525828773,83,1.0,0.0
900,0.01,15.0,0.0,8.0,8.91,2.98496231131986,0.0,83_2_8,1000,1000,9,13,-0.3036090431142105,83,1.0,0.0
1000,0.01,20.0,0.0,7.0,9.9,3.146426544510455,0.0,83_2_9,1000,1000,9,11,-0.3580564839472432,83,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,84_0_0,1000,1000,10,13,-2.151408860485841,84,0.0,0.0
200,0.01,10.0,0.0,5.0,1.98,1.407124727947029,0.0,84_0_1,1000,1000,17,12,-0.16750297427098107,84,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,84_0_2,1000,1000,7,12,-0.3168682978068556,84,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,84_0_3,1000,1000,9,11,-0.268910366129243,84,1.0,0.0
500,0.01,15.0,0.0,5.0,4.95,2.224859546128699,0.0,84_0_4,1000,1000,15,15,-0.42334274380691195,84,1.0,0.0
600,0.01,15.0,0.0,5.0,5.9399999999999995,2.437211521390788,0.0,84_0_5,1000,1000,5,13,-0.17734913652522824,84,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,84_0_6,1000,1000,13,11,-0.41443040481129223,84,1.0,0.0
800,0.01,15.0,0.0,8.0,7.92,2.814249455894058,0.0,84_0_7,1000,1000,13,9,-0.36700528531616394,84,1.0,0.0
900,0.01,15.0,0.0,10.0,8.91,2.98496231131986,0.0,84_0_8,1000,1000,5,15,-0.1544098043892888,84,1.0,0.0
1000,0.01,20.0,0.0,8.0,9.9,3.146426544510455,0.0,84_0_9,1000,1000,11,13,-0.37429937756517306,84,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,84_1_0,1000,1000,10,8,-2.343294386724755,84,0.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,84_1_1,1000,1000,14,6,-2.4513413588062907,84,0.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,84_1_2,1000,1000,12,13,-0.5052135068997582,84,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,84_1_3,1000,1000,14,8,-0.4087367860743401,84,1.0,0.0
500,0.01,15.0,0.0,5.0,4.95,2.224859546128699,0.0,84_1_4,1000,1000,8,10,-0.23923438097362426,84,1.0,0.0
600,0.01,15.0,0.0,7.0,5.9399999999999995,2.437211521390788,0.0,84_1_5,1000,1000,8,8,-0.2065573123816709,84,1.0,0.0
700,0.01,15.0,0.0,2.0,6.93,2.6324893162176366,0.0,84_1_6,1000,1000,8,9,-0.6098017002353687,84,1.0,0.0
800,0.01,15.0,0.0,11.0,7.92,2.814249455894058,0.0,84_1_7,1000,1000,9,18,-0.20984476509631506,84,1.0,0.0
900,0.01,15.0,0.0,10.0,8.91,2.98496231131986,0.0,84_1_8,1000,1000,5,11,-0.15390187647108589,84,1.0,0.0
1000,0.01,20.0,0.0,5.0,9.9,3.146426544510455,0.0,84_1_9,1000,1000,11,7,-0.5028407024696767,84,1.0,0.0
100,0.01,5.0,0.0,3.0,0.99,0.99498743710662,0.0,84_2_0,1000,1000,7,7,0.45305500966665874,84,1.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,84_2_1,1000,1000,8,11,-0.08883460199087545,84,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,84_2_2,1000,1000,8,8,-0.36223959613193085,84,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,84_2_3,1000,1000,12,8,-0.45393523702140154,84,1.0,0.0
500,0.01,15.0,0.0,6.0,4.95,2.224859546128699,0.0,84_2_4,1000,1000,8,11,-0.1927643591485819,84,1.0,0.0
600,0.01,15.0,0.0,4.0,5.9399999999999995,2.437211521390788,0.0,84_2_5,1000,1000,9,10,-0.38562306744416125,84,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,84_2_6,1000,1000,5,7,-0.1795213933327791,84,1.0,0.0
800,0.01,15.0,0.0,7.0,7.92,2.814249455894058,0.0,84_2_7,1000,1000,7,7,-0.2500247282096345,84,1.0,0.0
900,0.01,15.0,0.0,6.0,8.91,2.98496231131986,0.0,84_2_8,1000,1000,8,5,-0.3439914852574593,84,1.0,0.0
1000,0.01,20.0,0.0,7.0,9.9,3.146426544510455,0.0,84_2_9,1000,1000,14,6,-0.47537376718626895,84,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,85_0_0,1000,1000,8,10,-2.2569403514339528,85,0.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,85_0_1,1000,1000,8,11,-2.2194497191488947,85,0.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,85_0_2,1000,1000,13,17,-0.5332053902189527,85,1.0,0.0
400,0.01,10.0,0.0,8.0,3.96,1.98997487421324,0.0,85_0_3,1000,1000,11,10,-0.13387181129694642,85,1.0,0.0
500,0.01,15.0,0.0,3.0,4.95,2.224859546128699,0.0,85_0_4,1000,1000,11,12,-0.48947772604573836,85,1.0,0.0
600,0.01,15.0,0.0,5.0,5.9399999999999995,2.437211521390788,0.0,85_0_5,1000,1000,9,11,-0.32168567252319524,85,1.0,0.0
700,0.01,15.0,0.0,4.0,6.93,2.6324893162176366,0.0,85_0_6,1000,1000,9,8,-0.42597954210881667,85,1.0,0.0
800,0.01,15.0,0.0,9.0,7.92,2.814249455894058,0.0,85_0_7,1000,1000,7,14,-0.19986266182313323,85,1.0,0.0
900,0.01,15.0,0.0,7.0,8.91,2.98496231131986,0.0,85_0_8,1000,1000,8,12,-0.3071982112171724,85,1.0,0.0
1000,0.01,20.0,0.0,12.0,9.9,3.146426544510455,0.0,85_0_9,1000,1000,9,8,-0.24331401576969874,85,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,85_1_0,1000,1000,7,14,-2.122639301117477,85,0.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,85_1_1,1000,1000,7,10,-0.4240100100069984,85,1.0,0.0
300,0.01,10.0,0.0,4.0,2.9699999999999998,1.7233687939614086,0.0,85_1_2,1000,1000,12,11,-0.2663392067242594,85,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,85_1_3,1000,1000,14,10,-0.40848660995000907,85,1.0,0.0
500,0.01,15.0,0.0,1.0,4.95,2.224859546128699,0.0,85_1_4,1000,1000,11,10,-0.8886162699741181,85,1.0,0.0
600,0.01,15.0,0.0,8.0,5.9399999999999995,2.437211521390788,0.0,85_1_5,1000,1000,7,12,-0.1494830677297137,85,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,85_1_6,1000,1000,13,9,-0.41469594264614246,85,1.0,0.0
800,0.01,15.0,0.0,9.0,7.92,2.814249455894058,0.0,85_1_7,1000,1000,14,12,-0.3553171962653352,85,1.0,0.0
900,0.01,15.0,0.0,11.0,8.91,2.98496231131986,0.0,85_1_8,1000,1000,15,9,-0.34934572173649164,85,1.0,0.0
1000,0.01,20.0,0.0,6.0,9.9,3.146426544510455,0.0,85_1_9,1000,1000,10,8,-0.42444284435029567,85,1.0,0.0
100,0.01,5.0,0.0,5.0,0.99,0.99498743710662,0.0,85_2_0,1000,1000,13,7,0.7006611513654749,85,1.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,85_2_1,1000,1000,4,5,0.2339930189450427,85,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,85_2_2,1000,1000,12,12,-0.3619678682220343,85,1.0,0.0
400,0.01,10.0,0.0,5.0,3.96,1.98997487421324,0.0,85_2_3,1000,1000,10,13,-0.23465023515963485,85,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,85_2_4,1000,1000,8,16,-0.3007405624763904,85,1.0,0.0
600,0.01,15.0,0.0,4.0,5.9399999999999995,2.437211521390788,0.0,85_2_5,1000,1000,7,11,-0.31395897826183594,85,1.0,0.0
700,0.01,15.0,0.0,8.0,6.93,2.6324893162176366,0.0,85_2_6,1000,1000,10,10,-0.26796070285622703,85,1.0,0.0
800,0.01,15.0,0.0,11.0,7.92,2.814249455894058,0.0,85_2_7,1000,1000,9,8,-0.20900130045160856,85,1.0,0.0
900,0.01,15.0,0.0,11.0,8.91,2.98496231131986,0.0,85_2_8,1000,1000,12,6,-0.29665492928513415,85,1.0,0.0
1000,0.01,20.0,0.0,15.0,9.9,3.146426544510455,0.0,85_2_9,1000,1000,8,6,-0.1861362428521876,85,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,86_0_0,1000,1000,9,5,-0.259481326265169,86,1.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,86_0_1,1000,1000,8,12,-0.2224350069511089,86,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,86_0_2,1000,1000,9,9,-0.2662705877227439,86,1.0,0.0
400,0.01,10.0,0.0,2.0,3.96,1.98997487421324,0.0,86_0_3,1000,1000,10,10,-0.531381669644348,86,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,86_0_4,1000,1000,7,6,-0.26320677688981753,86,1.0,0.0
600,0.01,15.0,0.0,5.0,5.9399999999999995,2.437211521390788,0.0,86_0_5,1000,1000,10,14,-0.3510915749496361,86,1.0,0.0
700,0.01,15.0,0.0,9.0,6.93,2.6324893162176366,0.0,86_0_6,1000,1000,18,8,-0.3916133172429322,86,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,86_0_7,1000,1000,9,8,-0.34610942841687026,86,1.0,0.0
900,0.01,15.0,0.0,8.0,8.91,2.98496231131986,0.0,86_0_8,1000,1000,12,12,-0.3731826746507504,86,1.0,0.0
1000,0.01,20.0,0.0,12.0,9.9,3.146426544510455,0.0,86_0_9,1000,1000,9,4,-0.24309480885597548,86,1.0,0.0
100,0.01,5.0,0.0,2.0,0.99,0.99498743710662,0.0,86_1_0,1000,1000,8,7,0.03987444033267463,86,1.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,86_1_1,1000,1000,11,7,-0.3351383224210922,86,1.0,0.0
300,0.01,10.0,0.0,1.0,2.9699999999999998,1.7233687939614086,0.0,86_1_2,1000,1000,9,11,-0.6570732749140004,86,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,86_1_3,1000,1000,11,12,-0.330276482488496,86,1.0,0.0
500,0.01,15.0,0.0,8.0,4.95,2.224859546128699,0.0,86_1_4,1000,1000,13,9,-0.24329844061073722,86,1.0,0.0
600,0.01,15.0,0.0,8.0,5.9399999999999995,2.437211521390788,0.0,86_1_5,1000,1000,17,9,-0.3688838160085314,86,1.0,0.0
700,0.01,15.0,0.0,7.0,6.93,2.6324893162176366,0.0,86_1_6,1000,1000,9,11,-0.2747546303743796,86,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,86_1_7,1000,1000,14,16,-0.4679122046978855,86,1.0,0.0
900,0.01,15.0,0.0,8.0,8.91,2.98496231131986,0.0,86_1_8,1000,1000,8,10,-0.27757352049953354,86,1.0,0.0
1000,0.01,20.0,0.0,6.0,9.9,3.146426544510455,0.0,86_1_9,1000,1000,11,10,-0.450081611834343,86,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,86_2_0,1000,1000,7,13,-0.16400290065515544,86,1.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,86_2_1,1000,1000,15,11,-0.44974317404531966,86,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,86_2_2,1000,1000,5,14,-0.09236602974464128,86,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,86_2_3,1000,1000,10,8,-0.3925374810271813,86,1.0,0.0
500,0.01,15.0,0.0,7.0,4.95,2.224859546128699,0.0,86_2_4,1000,1000,15,11,-0.320692661741104,86,1.0,0.0
600,0.01,15.0,0.0,7.0,5.9399999999999995,2.437211521390788,0.0,86_2_5,1000,1000,15,7,-0.3714871935060146,86,1.0,0.0
700,0.01,15.0,0.0,4.0,6.93,2.6324893162176366,0.0,86_2_6,1000,1000,12,12,-0.5138186900958507,86,1.0,0.0
800,0.01,15.0,0.0,9.0,7.92,2.814249455894058,0.0,86_2_7,1000,1000,14,8,-0.3555553261951965,86,1.0,0.0
900,0.01,15.0,0.0,7.0,8.91,2.98496231131986,0.0,86_2_8,1000,1000,9,9,-0.3349509629229338,86,1.0,0.0
1000,0.01,20.0,0.0,7.0,9.9,3.146426544510455,0.0,86_2_9,1000,1000,13,14,-0.4529094779942134,86,1.0,0.0
100,0.01,5.0,0.0,4.0,0.99,0.99498743710662,0.0,87_0_0,1000,1000,13,14,0.29821490097375597,87,1.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,87_0_1,1000,1000,10,10,-0.5599182239001976,87,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,87_0_2,1000,1000,8,9,-0.22881840761731204,87,1.0,0.0
400,0.01,10.0,0.0,5.0,3.96,1.98997487421324,0.0,87_0_3,1000,1000,10,14,-0.23471295505141618,87,1.0,0.0
500,0.01,15.0,0.0,8.0,4.95,2.224859546128699,0.0,87_0_4,1000,1000,13,8,-0.2432434267649486,87,1.0,0.0
600,0.01,15.0,0.0,4.0,5.9399999999999995,2.437211521390788,0.0,87_0_5,1000,1000,11,7,-0.44740153393909937,87,1.0,0.0
700,0.01,15.0,0.0,5.0,6.93,2.6324893162176366,0.0,87_0_6,1000,1000,6,7,-0.25817499807421895,87,1.0,0.0
800,0.01,15.0,0.0,10.0,7.92,2.814249455894058,0.0,87_0_7,1000,1000,15,12,-0.34591186220719866,87,1.0,0.0
900,0.01,15.0,0.0,5.0,8.91,2.98496231131986,0.0,87_0_8,1000,1000,10,7,-0.45194254601909234,87,1.0,0.0
1000,0.01,20.0,0.0,8.0,9.9,3.146426544510455,0.0,87_0_9,1000,1000,11,13,-0.37429937756517306,87,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,87_1_0,1000,1000,11,11,-0.3379461404721426,87,1.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,87_1_1,1000,1000,10,9,-0.3006682343087005,87,1.0,0.0
300,0.01,10.0,0.0,5.0,2.9699999999999998,1.7233687939614086,0.0,87_1_2,1000,1000,18,14,-0.3262246833765077,87,1.0,0.0
400,0.01,10.0,0.0,8.0,3.96,1.98997487421324,0.0,87_1_3,1000,1000,5,13,0.6364169418802222,87,1.0,0.0
500,0.01,15.0,0.0,7.0,4.95,2.224859546128699,0.0,87_1_4,1000,1000,10,3,-0.20930433372095988,87,1.0,0.0
600,0.01,15.0,0.0,6.0,5.9399999999999995,2.437211521390788,0.0,87_1_5,1000,1000,9,6,-0.27292138413871125,87,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,87_1_6,1000,1000,15,13,-0.45678965385747117,87,1.0,0.0
800,0.01,15.0,0.0,9.0,7.92,2.814249455894058,0.0,87_1_7,1000,1000,9,10,-0.2501716912535445,87,1.0,0.0
900,0.01,15.0,0.0,8.0,8.91,2.98496231131986,0.0,87_1_8,1000,1000,9,13,-0.3036090431142105,87,1.0,0.0
1000,0.01,20.0,0.0,10.0,9.9,3.146426544510455,0.0,87_1_9,1000,1000,11,5,-0.3218708135655348,87,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,87_2_0,1000,1000,13,11,-2.217158696262126,87,0.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,87_2_1,1000,1000,14,8,-2.342196889381223,87,0.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,87_2_2,1000,1000,9,6,-0.40341360856227343,87,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,87_2_3,1000,1000,5,8,-0.11023881245465514,87,1.0,0.0
500,0.01,15.0,0.0,7.0,4.95,2.224859546128699,0.0,87_2_4,1000,1000,14,6,-0.3007405624763912,87,1.0,0.0
600,0.01,15.0,0.0,5.0,5.9399999999999995,2.437211521390788,0.0,87_2_5,1000,1000,11,8,-0.3791525563335632,87,1.0,0.0
700,0.01,15.0,0.0,5.0,6.93,2.6324893162176366,0.0,87_2_6,1000,1000,11,7,-0.4194632404322628,87,1.0,0.0
800,0.01,15.0,0.0,3.0,7.92,2.814249455894058,0.0,87_2_7,1000,1000,8,10,-0.509867809180716,87,1.0,0.0
