N,q,N2_func,mobile,n,variance,std,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
1000,0.01,20.0,0.0,7.0,9.9,3.146426544510455,0.0,56_2_9,1000,1000,14,6,-0.47537376718626895,56,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,57_0_0,1000,1000,11,11,-2.2179570319316064,57,0.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,57_0_1,1000,1000,9,8,-2.3440239618357555,57,0.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,57_0_2,1000,1000,7,7,-0.31695219629501215,57,1.0,0.0
400,0.01,10.0,0.0,2.0,3.96,1.98997487421324,0.0,57_0_3,1000,1000,10,10,-0.531381669644348,57,1.0,0.0
500,0.01,15.0,0.0,6.0,4.95,2.224859546128699,0.0,57_0_4,1000,1000,7,11,-0.1608712499555505,57,1.0,0.0
600,0.01,15.0,0.0,7.0,5.9399999999999995,2.437211521390788,0.0,57_0_5,1000,1000,8,12,-0.20690183551214955,57,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,57_0_6,1000,1000,8,4,-0.2834862073192398,57,1.0,0.0
800,0.01,15.0,0.0,8.0,7.92,2.814249455894058,0.0,57_0_7,1000,1000,6,4,-0.19212995122537543,57,1.0,0.0
900,0.01,15.0,0.0,12.0,8.91,2.98496231131986,0.0,57_0_8,1000,1000,12,10,-0.2775746002892966,57,1.0,0.0
1000,0.01,20.0,0.0,8.0,9.9,3.146426544510455,0.0,57_0_9,1000,1000,17,13,-0.4911901625305145,57,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,57_1_0,1000,1000,11,12,-2.1831949256723955,57,0.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,57_1_1,1000,1000,7,10,-0.17693209417851277,57,1.0,0.0
300,0.01,10.0,0.0,5.0,2.9699999999999998,1.7233687939614086,0.0,57_1_2,1000,1000,16,12,-0.2872994976236874,57,1.0,0.0
400,0.01,10.0,0.0,2.0,3.96,1.98997487421324,0.0,57_1_3,1000,1000,16,6,-0.7060912185197701,57,1.0,0.0
500,0.01,15.0,0.0,8.0,4.95,2.224859546128699,0.0,57_1_4,1000,1000,12,12,-0.22251214454148519,57,1.0,0.0
600,0.01,15.0,0.0,4.0,5.9399999999999995,2.437211521390788,0.0,57_1_5,1000,1000,13,8,-0.5008441289877159,57,1.0,0.0
700,0.01,15.0,0.0,14.0,6.93,2.6324893162176366,0.0,57_1_6,1000,1000,9,10,-0.0544607296814809,57,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,57_1_7,1000,1000,11,11,-0.3995447716707169,57,1.0,0.0
900,0.01,15.0,0.0,13.0,8.91,2.98496231131986,0.0,57_1_8,1000,1000,7,8,-0.1644477319348542,57,1.0,0.0
1000,0.01,20.0,0.0,8.0,9.9,3.146426544510455,0.0,57_1_9,1000,1000,7,6,-0.27297527864748544,57,1.0,0.0
100,0.01,5.0,0.0,3.0,0.99,0.99498743710662,0.0,57_2_0,1000,1000,11,11,0.12412369250475766,57,1.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,57_2_1,1000,1000,10,9,-0.16055794173359542,57,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,57_2_2,1000,1000,8,16,-0.3617030905810292,57,1.0,0.0
400,0.01,10.0,0.0,2.0,3.96,1.98997487421324,0.0,57_2_3,1000,1000,4,15,-0.234769203691095,57,1.0,0.0
500,0.01,15.0,0.0,7.0,4.95,2.224859546128699,0.0,57_2_4,1000,1000,7,14,-0.1268423867010977,57,1.0,0.0
600,0.01,15.0,0.0,8.0,5.9399999999999995,2.437211521390788,0.0,57_2_5,1000,1000,8,12,-0.17724511422190994,57,1.0,0.0
700,0.01,15.0,0.0,10.0,6.93,2.6324893162176366,0.0,57_2_6,1000,1000,7,9,-0.14718805056144924,57,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,57_2_7,1000,1000,15,7,-0.49072959049970327,57,1.0,0.0
900,0.01,15.0,0.0,8.0,8.91,2.98496231131986,0.0,57_2_8,1000,1000,9,16,-0.30360041227665596,57,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,57_2_9,1000,1000,13,7,-0.3871846682285156,57,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,58_0_0,1000,1000,13,13,-0.40369769950789874,58,1.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,58_0_1,1000,1000,10,8,-0.3006682343087014,58,1.0,0.0
300,0.01,10.0,0.0,5.0,2.9699999999999998,1.7233687939614086,0.0,58_0_2,1000,1000,13,8,-0.220846383432312,58,1.0,0.0
400,0.01,10.0,0.0,2.0,3.96,1.98997487421324,0.0,58_0_3,1000,1000,13,9,-0.6267346531712595,58,1.0,0.0
500,0.01,15.0,0.0,13.0,4.95,2.224859546128699,0.0,58_0_4,1000,1000,12,10,0.009360184154168111,58,1.0,0.0
600,0.01,15.0,0.0,5.0,5.9399999999999995,2.437211521390788,0.0,58_0_5,1000,1000,13,12,-0.42910244674350095,58,1.0,0.0
700,0.01,15.0,0.0,5.0,6.93,2.6324893162176366,0.0,58_0_6,1000,1000,11,15,-0.41835561260568943,58,1.0,0.0
800,0.01,15.0,0.0,7.0,7.92,2.814249455894058,0.0,58_0_7,1000,1000,12,12,-0.3810883271198868,58,1.0,0.0
900,0.01,15.0,0.0,10.0,8.91,2.98496231131986,0.0,58_0_8,1000,1000,12,10,-0.3185100194568184,58,1.0,0.0
1000,0.01,20.0,0.0,5.0,9.9,3.146426544510455,0.0,58_0_9,1000,1000,9,5,-0.4458946405293095,58,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,58_1_0,1000,1000,9,8,-2.3436926393724757,58,0.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,58_1_1,1000,1000,4,16,-0.22272192560555837,58,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,58_1_2,1000,1000,11,14,-0.33237547558523045,58,1.0,0.0
400,0.01,10.0,0.0,5.0,3.96,1.98997487421324,0.0,58_1_3,1000,1000,9,8,-0.20459864912409143,58,1.0,0.0
500,0.01,15.0,0.0,2.0,4.95,2.224859546128699,0.0,58_1_4,1000,1000,8,10,-0.5194012410116047,58,1.0,0.0
600,0.01,15.0,0.0,2.0,5.9399999999999995,2.437211521390788,0.0,58_1_5,1000,1000,19,12,-0.87952330947082,58,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,58_1_6,1000,1000,7,8,-0.25163995252973054,58,1.0,0.0
800,0.01,15.0,0.0,14.0,7.92,2.814249455894058,0.0,58_1_7,1000,1000,5,14,0.5234330664264528,58,1.0,0.0
900,0.01,15.0,0.0,11.0,8.91,2.98496231131986,0.0,58_1_8,1000,1000,9,8,-0.23647506776978278,58,1.0,0.0
1000,0.01,20.0,0.0,11.0,9.9,3.146426544510455,0.0,58_1_9,1000,1000,6,8,-0.189734221832758,58,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,58_2_0,1000,1000,12,12,-2.1827959412787816,58,0.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,58_2_1,1000,1000,10,11,-2.2187204251372075,58,0.0,0.0
300,0.01,10.0,0.0,4.0,2.9699999999999998,1.7233687939614086,0.0,58_2_2,1000,1000,8,13,-0.14288377684180267,58,1.0,0.0
400,0.01,10.0,0.0,1.0,3.96,1.98997487421324,0.0,58_2_3,1000,1000,8,10,-0.703418494762688,58,1.0,0.0
500,0.01,15.0,0.0,5.0,4.95,2.224859546128699,0.0,58_2_4,1000,1000,10,7,-0.3007405624763912,58,1.0,0.0
600,0.01,15.0,0.0,8.0,5.9399999999999995,2.437211521390788,0.0,58_2_5,1000,1000,6,12,-0.11978634871433991,58,1.0,0.0
700,0.01,15.0,0.0,5.0,6.93,2.6324893162176366,0.0,58_2_6,1000,1000,9,11,-0.36178042067069704,58,1.0,0.0
800,0.01,15.0,0.0,7.0,7.92,2.814249455894058,0.0,58_2_7,1000,1000,9,8,-0.3075657434182114,58,1.0,0.0
900,0.01,15.0,0.0,10.0,8.91,2.98496231131986,0.0,58_2_8,1000,1000,10,6,-0.27748179652088856,58,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,58_2_9,1000,1000,22,10,-0.5334185461044659,58,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,59_0_0,1000,1000,10,12,-2.183593543857242,59,0.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,59_0_1,1000,1000,7,7,-0.046952542448896684,59,1.0,0.0
300,0.01,10.0,0.0,5.0,2.9699999999999998,1.7233687939614086,0.0,59_0_2,1000,1000,13,11,-0.22106992289047295,59,1.0,0.0
400,0.01,10.0,0.0,5.0,3.96,1.98997487421324,0.0,59_0_3,1000,1000,6,14,-0.10151531325634779,59,1.0,0.0
500,0.01,15.0,0.0,6.0,4.95,2.224859546128699,0.0,59_0_4,1000,1000,12,10,-0.30074056247639225,59,1.0,0.0
600,0.01,15.0,0.0,2.0,5.9399999999999995,2.437211521390788,0.0,59_0_5,1000,1000,9,11,-0.6096234918288683,59,1.0,0.0
700,0.01,15.0,0.0,9.0,6.93,2.6324893162176366,0.0,59_0_6,1000,1000,9,5,-0.2169178001569493,59,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,59_0_7,1000,1000,12,5,-0.42485279469498555,59,1.0,0.0
900,0.01,15.0,0.0,12.0,8.91,2.98496231131986,0.0,59_0_8,1000,1000,6,9,-0.1536501569002999,59,1.0,0.0
1000,0.01,20.0,0.0,11.0,9.9,3.146426544510455,0.0,59_0_9,1000,1000,6,8,-0.189734221832758,59,1.0,0.0
100,0.01,5.0,0.0,2.0,0.99,0.99498743710662,0.0,59_1_0,1000,1000,3,7,0.605959767077427,59,1.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,59_1_1,1000,1000,14,12,-0.4237075632746914,59,1.0,0.0
300,0.01,10.0,0.0,5.0,2.9699999999999998,1.7233687939614086,0.0,59_1_2,1000,1000,11,10,-0.170288246797595,59,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,59_1_3,1000,1000,8,9,-0.23439809139729922,59,1.0,0.0
500,0.01,15.0,0.0,3.0,4.95,2.224859546128699,0.0,59_1_4,1000,1000,12,6,-0.5205510096436361,59,1.0,0.0
600,0.01,15.0,0.0,3.0,5.9399999999999995,2.437211521390788,0.0,59_1_5,1000,1000,6,14,-0.3510946629091571,59,1.0,0.0
700,0.01,15.0,0.0,7.0,6.93,2.6324893162176366,0.0,59_1_6,1000,1000,10,4,-0.3007746034296871,59,1.0,0.0
800,0.01,15.0,0.0,9.0,7.92,2.814249455894058,0.0,59_1_7,1000,1000,5,14,-0.1425188580456512,59,1.0,0.0
900,0.01,15.0,0.0,10.0,8.91,2.98496231131986,0.0,59_1_8,1000,1000,10,12,-0.27762019795885573,59,1.0,0.0
1000,0.01,20.0,0.0,16.0,9.9,3.146426544510455,0.0,59_1_9,1000,1000,7,11,-0.12391353017476761,59,1.0,0.0
100,0.01,5.0,0.0,2.0,0.99,0.99498743710662,0.0,59_2_0,1000,1000,10,11,-0.039790754733348366,59,1.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,59_2_1,1000,1000,6,10,-0.366816478758364,59,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,59_2_2,1000,1000,10,7,-0.3006960514092319,59,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,59_2_3,1000,1000,8,10,-0.32069451092931517,59,1.0,0.0
500,0.01,15.0,0.0,8.0,4.95,2.224859546128699,0.0,59_2_4,1000,1000,11,9,-0.2001984446643959,59,1.0,0.0
600,0.01,15.0,0.0,3.0,5.9399999999999995,2.437211521390788,0.0,59_2_5,1000,1000,7,7,-0.3967972271055397,59,1.0,0.0
700,0.01,15.0,0.0,7.0,6.93,2.6324893162176366,0.0,59_2_6,1000,1000,11,12,-0.32526332465983615,59,1.0,0.0
800,0.01,15.0,0.0,5.0,7.92,2.814249455894058,0.0,59_2_7,1000,1000,6,9,-0.2911258709474415,59,1.0,0.0
900,0.01,15.0,0.0,5.0,8.91,2.98496231131986,0.0,59_2_8,1000,1000,8,7,-0.39045597422554207,59,1.0,0.0
1000,0.01,20.0,0.0,13.0,9.9,3.146426544510455,0.0,59_2_9,1000,1000,9,9,-0.22893698768828113,59,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,60_0_0,1000,1000,11,13,-2.1510102423009942,60,0.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,60_0_1,1000,1000,13,18,-0.3954983937786819,60,1.0,0.0
300,0.01,10.0,0.0,1.0,2.9699999999999998,1.7233687939614086,0.0,60_0_2,1000,1000,10,15,-0.6946377379914869,60,1.0,0.0
400,0.01,10.0,0.0,1.0,3.96,1.98997487421324,0.0,60_0_3,1000,1000,6,9,-0.5974155362207019,60,1.0,0.0
500,0.01,15.0,0.0,9.0,4.95,2.224859546128699,0.0,60_0_4,1000,1000,14,9,-0.2317572385010841,60,1.0,0.0
600,0.01,15.0,0.0,6.0,5.9399999999999995,2.437211521390788,0.0,60_0_5,1000,1000,6,5,-0.17647545865245928,60,1.0,0.0
700,0.01,15.0,0.0,12.0,6.93,2.6324893162176366,0.0,60_0_6,1000,1000,10,11,-0.17995858165724277,60,1.0,0.0
800,0.01,15.0,0.0,9.0,7.92,2.814249455894058,0.0,60_0_7,1000,1000,9,9,-0.2501229888987602,60,1.0,0.0
900,0.01,15.0,0.0,13.0,8.91,2.98496231131986,0.0,60_0_8,1000,1000,12,5,-0.2605218257835354,60,1.0,0.0
1000,0.01,20.0,0.0,14.0,9.9,3.146426544510455,0.0,60_0_9,1000,1000,10,9,-0.2344932684309344,60,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,60_1_0,1000,1000,9,12,-0.25975991661528486,60,1.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,60_1_1,1000,1000,12,8,-0.6318837032096057,60,1.0,0.0
300,0.01,10.0,0.0,1.0,2.9699999999999998,1.7233687939614086,0.0,60_1_2,1000,1000,11,9,-0.7353835794565713,60,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,60_1_3,1000,1000,6,10,-0.15596603325188205,60,1.0,0.0
500,0.01,15.0,0.0,5.0,4.95,2.224859546128699,0.0,60_1_4,1000,1000,10,8,-0.30074056247639236,60,1.0,0.0
600,0.01,15.0,0.0,10.0,5.9399999999999995,2.437211521390788,0.0,60_1_5,1000,1000,9,10,-0.15493292295400446,60,1.0,0.0
700,0.01,15.0,0.0,5.0,6.93,2.6324893162176366,0.0,60_1_6,1000,1000,10,11,-0.3913120385895802,60,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,60_1_7,1000,1000,12,8,-0.4244160895641666,60,1.0,0.0
900,0.01,15.0,0.0,10.0,8.91,2.98496231131986,0.0,60_1_8,1000,1000,9,10,-0.25552584265397044,60,1.0,0.0
1000,0.01,20.0,0.0,16.0,9.9,3.146426544510455,0.0,60_1_9,1000,1000,6,9,0.07566987498768889,60,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,60_2_0,1000,1000,6,9,-0.1059298148707507,60,1.0,0.0
200,0.01,10.0,0.0,5.0,1.98,1.407124727947029,0.0,60_2_1,1000,1000,16,7,-0.14682632148628513,60,1.0,0.0
300,0.01,10.0,0.0,5.0,2.9699999999999998,1.7233687939614086,0.0,60_2_2,1000,1000,12,11,-0.19648944396507664,60,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,60_2_3,1000,1000,11,13,-0.4236203302156328,60,1.0,0.0
500,0.01,15.0,0.0,5.0,4.95,2.224859546128699,0.0,60_2_4,1000,1000,17,12,-0.4644115492502276,60,1.0,0.0
600,0.01,15.0,0.0,6.0,5.9399999999999995,2.437211521390788,0.0,60_2_5,1000,1000,10,11,-0.30075864640060573,60,1.0,0.0
700,0.01,15.0,0.0,7.0,6.93,2.6324893162176366,0.0,60_2_6,1000,1000,7,6,-0.2169939100209207,60,1.0,0.0
800,0.01,15.0,0.0,5.0,7.92,2.814249455894058,0.0,60_2_7,1000,1000,8,9,-0.3629010226954868,60,1.0,0.0
900,0.01,15.0,0.0,7.0,8.91,2.98496231131986,0.0,60_2_8,1000,1000,9,11,-0.33487872540007624,60,1.0,0.0
1000,0.01,20.0,0.0,8.0,9.9,3.146426544510455,0.0,60_2_9,1000,1000,5,10,-0.21153699888580674,60,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,61_0_0,1000,1000,6,10,-2.2577350350626446,61,0.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,61_0_1,1000,1000,11,6,-0.19220648073463995,61,1.0,0.0
300,0.01,10.0,0.0,6.0,2.9699999999999998,1.7233687939614086,0.0,61_0_2,1000,1000,13,11,-0.16589970864109252,61,1.0,0.0
400,0.01,10.0,0.0,6.0,3.96,1.98997487421324,0.0,61_0_3,1000,1000,6,9,-0.011773224919381176,61,1.0,0.0
500,0.01,15.0,0.0,8.0,4.95,2.224859546128699,0.0,61_0_4,1000,1000,8,3,-0.12523383087683862,61,1.0,0.0
600,0.01,15.0,0.0,3.0,5.9399999999999995,2.437211521390788,0.0,61_0_5,1000,1000,8,9,-0.43742781529081187,61,1.0,0.0
700,0.01,15.0,0.0,8.0,6.93,2.6324893162176366,0.0,61_0_6,1000,1000,15,9,-0.37325465193309565,61,1.0,0.0
800,0.01,15.0,0.0,5.0,7.92,2.814249455894058,0.0,61_0_7,1000,1000,6,11,-0.2911452576010139,61,1.0,0.0
900,0.01,15.0,0.0,5.0,8.91,2.98496231131986,0.0,61_0_8,1000,1000,10,11,-0.4512098569362222,61,1.0,0.0
1000,0.01,20.0,0.0,12.0,9.9,3.146426544510455,0.0,61_0_9,1000,1000,8,5,-0.22206968314866593,61,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,61_1_0,1000,1000,9,11,-0.2597201070507667,61,1.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,61_1_1,1000,1000,9,10,-2.256873786116856,61,0.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,61_1_2,1000,1000,8,11,-0.22895313753682053,61,1.0,0.0
400,0.01,10.0,0.0,2.0,3.96,1.98997487421324,0.0,61_1_3,1000,1000,4,12,-0.23458226134481935,61,1.0,0.0
500,0.01,15.0,0.0,5.0,4.95,2.224859546128699,0.0,61_1_4,1000,1000,8,7,-0.23905927093697718,61,1.0,0.0
600,0.01,15.0,0.0,8.0,5.9399999999999995,2.437211521390788,0.0,61_1_5,1000,1000,14,13,-0.3139303822305184,61,1.0,0.0
700,0.01,15.0,0.0,4.0,6.93,2.6324893162176366,0.0,61_1_6,1000,1000,8,13,-0.3911094403870884,61,1.0,0.0
800,0.01,15.0,0.0,4.0,7.92,2.814249455894058,0.0,61_1_7,1000,1000,11,14,-0.5182886855051307,61,1.0,0.0
900,0.01,15.0,0.0,5.0,8.91,2.98496231131986,0.0,61_1_8,1000,1000,11,14,-0.47807162598644964,61,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,61_1_9,1000,1000,8,8,-0.27620794565908285,61,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,61_2_0,1000,1000,8,11,-2.219151790544551,61,0.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,61_2_1,1000,1000,10,7,-0.3006682343087002,61,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,61_2_2,1000,1000,5,12,-0.09202873563122169,61,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,61_2_3,1000,1000,14,7,-0.4088619282001708,61,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,61_2_4,1000,1000,18,3,-0.5625182029320038,61,1.0,0.0
600,0.01,15.0,0.0,10.0,5.9399999999999995,2.437211521390788,0.0,61_2_5,1000,1000,4,11,0.6383846029954997,61,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,61_2_6,1000,1000,14,11,-0.4363461362074497,61,1.0,0.0
800,0.01,15.0,0.0,8.0,7.92,2.814249455894058,0.0,61_2_7,1000,1000,16,10,-0.42411979331755956,61,1.0,0.0
900,0.01,15.0,0.0,5.0,8.91,2.98496231131986,0.0,61_2_8,1000,1000,12,17,-0.5029895605848923,61,1.0,0.0
1000,0.01,20.0,0.0,11.0,9.9,3.146426544510455,0.0,61_2_9,1000,1000,10,8,-0.28078874640820956,61,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,62_0_0,1000,1000,12,16,-2.0662903722073427,62,0.0,0.0
200,0.01,10.0,0.0,4.0,1.98,1.407124727947029,0.0,62_0_1,1000,1000,5,6,0.41284659439083626,62,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,62_0_2,1000,1000,6,6,-0.14193627181696716,62,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,62_0_3,1000,1000,4,15,-0.126958103395046,62,1.0,0.0
500,0.01,15.0,0.0,2.0,4.95,2.224859546128699,0.0,62_0_4,1000,1000,5,9,-0.3669621915731852,62,1.0,0.0
600,0.01,15.0,0.0,6.0,5.9399999999999995,2.437211521390788,0.0,62_0_5,1000,1000,13,15,-0.3740783449747404,62,1.0,0.0
700,0.01,15.0,0.0,10.0,6.93,2.6324893162176366,0.0,62_0_6,1000,1000,5,8,0.09258081671511713,62,1.0,0.0
800,0.01,15.0,0.0,9.0,7.92,2.814249455894058,0.0,62_0_7,1000,1000,9,8,-0.25007429200491144,62,1.0,0.0
900,0.01,15.0,0.0,12.0,8.91,2.98496231131986,0.0,62_0_8,1000,1000,4,9,0.23051632823826046,62,1.0,0.0
1000,0.01,20.0,0.0,8.0,9.9,3.146426544510455,0.0,62_0_9,1000,1000,8,12,-0.30081290269175004,62,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,62_1_0,1000,1000,9,10,-2.2565424636535756,62,0.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,62_1_1,1000,1000,6,10,-0.0006996604120359203,62,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,62_1_2,1000,1000,7,5,-0.31698576022898445,62,1.0,0.0
400,0.01,10.0,0.0,2.0,3.96,1.98997487421324,0.0,62_1_3,1000,1000,11,13,-0.5643468055747777,62,1.0,0.0
500,0.01,15.0,0.0,2.0,4.95,2.224859546128699,0.0,62_1_4,1000,1000,4,9,-0.30074056247638986,62,1.0,0.0
600,0.01,15.0,0.0,3.0,5.9399999999999995,2.437211521390788,0.0,62_1_5,1000,1000,7,13,-0.39614479846184636,62,1.0,0.0
700,0.01,15.0,0.0,10.0,6.93,2.6324893162176366,0.0,62_1_6,1000,1000,7,7,-0.1469246502125795,62,1.0,0.0
800,0.01,15.0,0.0,9.0,7.92,2.814249455894058,0.0,62_1_7,1000,1000,14,10,-0.3554362449090067,62,1.0,0.0
900,0.01,15.0,0.0,8.0,8.91,2.98496231131986,0.0,62_1_8,1000,1000,9,9,-0.303620551164434,62,1.0,0.0
1000,0.01,20.0,0.0,14.0,9.9,3.146426544510455,0.0,62_1_9,1000,1000,13,6,-0.2851284891441344,62,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,62_2_0,1000,1000,9,13,-2.1518071131335614,62,0.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,62_2_1,1000,1000,8,10,-2.2572382800382966,62,0.0,0.0
300,0.01,10.0,0.0,4.0,2.9699999999999998,1.7233687939614086,0.0,62_2_2,1000,1000,10,3,-0.20827916449821615,62,1.0,0.0
400,0.01,10.0,0.0,6.0,3.96,1.98997487421324,0.0,62_2_3,1000,1000,9,14,-0.1564735959502236,62,1.0,0.0
500,0.01,15.0,0.0,6.0,4.95,2.224859546128699,0.0,62_2_4,1000,1000,13,7,-0.3240265962968345,62,1.0,0.0
600,0.01,15.0,0.0,6.0,5.9399999999999995,2.437211521390788,0.0,62_2_5,1000,1000,12,6,-0.35152777385689693,62,1.0,0.0
700,0.01,15.0,0.0,9.0,6.93,2.6324893162176366,0.0,62_2_6,1000,1000,9,12,-0.21745985718018637,62,1.0,0.0
800,0.01,15.0,0.0,5.0,7.92,2.814249455894058,0.0,62_2_7,1000,1000,10,11,-0.42398275454235473,62,1.0,0.0
900,0.01,15.0,0.0,8.0,8.91,2.98496231131986,0.0,62_2_8,1000,1000,12,16,-0.3728608064221561,62,1.0,0.0
1000,0.01,20.0,0.0,10.0,9.9,3.146426544510455,0.0,62_2_9,1000,1000,12,7,-0.341855130603216,62,1.0,0.0
100,0.01,5.0,0.0,3.0,0.99,0.99498743710662,0.0,63_0_0,1000,1000,8,10,0.341875591625938,63,1.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,63_0_1,1000,1000,12,9,-0.631378152791684,63,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,63_0_2,1000,1000,10,10,-0.30069605140923283,63,1.0,0.0
400,0.01,10.0,0.0,6.0,3.96,1.98997487421324,0.0,63_0_3,1000,1000,7,11,-0.0944485272178275,63,1.0,0.0
500,0.01,15.0,0.0,5.0,4.95,2.224859546128699,0.0,63_0_4,1000,1000,9,16,-0.2712734682466447,63,1.0,0.0
600,0.01,15.0,0.0,3.0,5.9399999999999995,2.437211521390788,0.0,63_0_5,1000,1000,8,9,-0.43742781529081187,63,1.0,0.0
700,0.01,15.0,0.0,7.0,6.93,2.6324893162176366,0.0,63_0_6,1000,1000,10,14,-0.3007746034296867,63,1.0,0.0
800,0.01,15.0,0.0,7.0,7.92,2.814249455894058,0.0,63_0_7,1000,1000,12,11,-0.38117848414071626,63,1.0,0.0
900,0.01,15.0,0.0,6.0,8.91,2.98496231131986,0.0,63_0_8,1000,1000,13,11,-0.47427381703189103,63,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,63_0_9,1000,1000,9,7,-0.30081290269175226,63,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,63_1_0,1000,1000,10,4,-2.5985668918280593,63,0.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,63_1_1,1000,1000,20,10,-0.5598811246766722,63,1.0,0.0
300,0.01,10.0,0.0,4.0,2.9699999999999998,1.7233687939614086,0.0,63_1_2,1000,1000,8,6,-0.14193846611660232,63,1.0,0.0
400,0.01,10.0,0.0,5.0,3.96,1.98997487421324,0.0,63_1_3,1000,1000,12,12,-0.2882937656125604,63,1.0,0.0
